artist,song_name,genre,fundamental_freq,freq_e_1,freq_e_2,freq_e_3,key,duration,zero_crossing_rate,mfcc_mean,mfcc_std,tempo,rms_energy,artist_enc,song_name_enc,genre_enc,key_enc,grey_png
Ivy Queen,Dime,Reggaeton,124.6620749,89247968.0,55395140.0,47132836.0,G,221.38,0.093807281,3.416910887,46.74649429,132.5120192,0.216048077,44,179,8,1,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Ivy Queen_Dime_gray.png
Ivy Queen,La Vida Es AsÃ­,Reggaeton,174.9497293,5483829.0,3985279.75,3025525.0,D,225.2,0.068379261,-9.072863579,85.33833313,139.6748311,0.052382305,44,178,8,0,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Ivy Queen_La Vida Es As__gray.png
Ivy Queen,Quiero Bailar,Reggaeton,127.2683261,312077088.0,273711520.0,49711904.0,G#,190.62,0.058881711,-1.529404521,66.17707825,126.0480183,0.249335706,44,174,8,9,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Ivy Queen_Quiero Bailar_gray.png
Ivy Queen,Yo Quiero Bailar,Reggaeton,127.6056996,314612768.0,273604960.0,50235852.0,A,182.86,0.058969439,-0.572714388,61.91292953,126.0480183,0.256701887,44,177,8,3,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Ivy Queen_Yo Quiero Bailar_gray.png
J Balvin,Ay Vamos,Latin,95.69850531,103100752.0,74841160.0,53409016.0,D#,240.08,0.072754402,-2.300785065,61.92598343,172.265625,0.188428953,26,109,5,11,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\J Balvin_Ay Vamos_gray.png
J Balvin,Ginza,Latin,102.2223866,48777672.0,39217220.0,37632148.0,F,191.2,0.03868712,-2.307352066,79.44902802,101.3327206,0.147773921,26,103,5,5,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\J Balvin_Ginza_gray.png
J Balvin,Mi Gente,Latin,393.3303951,312299712.0,305170336.0,90341832.0,E,185.86,0.06148034,-1.984770894,57.81391907,139.6748311,0.27459681,26,100,5,4,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\J Balvin_Mi Gente_gray.png
J Balvin,Safari,Latin,113.2570916,241447360.0,182337120.0,180570144.0,D,204.2,0.039941984,5.698002815,61.48609161,120.1853198,0.334473908,26,106,5,0,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\J Balvin_Safari_gray.png
J. Cole,Love Yourz,Hip-Hop/Rap,92.06345683,114880200.0,91615568.0,37989400.0,G#,211.52,0.05023398,-1.749307394,72.31001282,107.6660156,0.177776903,7,33,1,9,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\J. Cole_Love Yourz_gray.png
J. Cole,Middle Child,Hip-Hop/Rap,90.95158845,500593696.0,487526048.0,113827904.0,C,213.58,0.037494039,-2.25826335,74.4431839,123.046875,0.259234965,7,31,1,8,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\J. Cole_Middle Child_gray.png
J. Cole,No Role Modelz,Hip-Hop/Rap,120.8954966,260198720.0,160848592.0,143195904.0,A#,292.82,0.047066638,-1.366701722,72.69194794,99.38401442,0.18435061,7,34,1,6,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\J. Cole_No Role Modelz_gray.png
J. Cole,Power Trip,Hip-Hop/Rap,116.0459272,28852064.0,22210950.0,8438769.0,F,242.94,0.035054818,-4.091546059,85.29976654,99.38401442,0.072307043,7,28,1,5,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\J. Cole_Power Trip_gray.png
Jelly Roll,Creature,Country,233.5083209,536659648.0,404784544.0,155245280.0,D#,258.74,0.050302762,-0.047324482,68.82479095,139.6748311,0.241770715,19,79,3,11,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Jelly Roll_Creature_gray.png
Jelly Roll,Same Asshole,Country,135.3227345,173431968.0,160106448.0,66712060.0,A,267.6,0.056870912,2.334732533,67.21165466,101.3327206,0.182148516,19,80,3,3,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Jelly Roll_Same Asshole_gray.png
Jelly Roll,Save Me,Country,100.8121503,27915694.0,18246208.0,14556910.0,E,236.8,0.047006903,-2.597787857,78.61772919,161.4990234,0.122327335,19,75,3,4,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Jelly Roll_Save Me_gray.png
Jelly Roll,Son of a Sinner,Country,77.85336325,150617328.0,141916656.0,130832128.0,D,230.22,0.04015366,8.208188057,61.52217102,114.84375,0.24379459,19,77,3,0,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Jelly Roll_Son of a Sinner_gray.png
Karol G,Ahora Me Llama,Latin,150.8027439,402738880.0,286750016.0,275150208.0,G,235.02,0.039153701,9.74774456,61.96007919,135.9991776,0.319072574,27,113,5,1,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Karol G_Ahora Me Llama_gray.png
Karol G,Bichota,Latin,147.2669032,304617632.0,236176320.0,121944080.0,C#,176.84,0.045723731,-0.154717848,69.53408813,82.03125,0.288917482,27,107,5,10,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Karol G_Bichota_gray.png
Karol G,Ocean,Latin,130.3542936,42677644.0,42601072.0,31836392.0,B,154.84,0.050512598,-9.617035866,74.25546265,74.89809783,0.205626518,27,110,5,2,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Karol G_Ocean_gray.png
Karol G,Tusa,Latin,146.999115,379735616.0,323874080.0,103696984.0,A,203.86,0.045982886,0.964554965,67.88538361,135.9991776,0.28696239,27,108,5,3,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Karol G_Tusa_gray.png
Kendrick Lamar,Alright,Hip-Hop/Rap,106.3549014,305565376.0,271893056.0,143248880.0,G,194.5,0.054307175,3.412372112,51.90038681,109.9567819,0.289036036,6,23,1,1,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Kendrick Lamar_Alright_gray.png
Kendrick Lamar,DNA.,Hip-Hop/Rap,399.4477563,642498816.0,481572256.0,252871824.0,B,186.66,0.044300818,6.683357239,59.1813736,139.6748311,0.35149014,6,24,1,2,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Kendrick Lamar_DNA._gray.png
Kendrick Lamar,HUMBLE.,Hip-Hop/Rap,611.7757143,460779552.0,197015232.0,162424080.0,C#,183.62,0.039034931,4.028625965,67.50537109,151.9990809,0.270395696,6,22,1,10,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Kendrick Lamar_HUMBLE._gray.png
Kendrick Lamar,Not Like Us,Hip-Hop/Rap,241.5067321,882208512.0,680289856.0,212421536.0,C#,354.3,0.047241247,1.440042257,71.39685059,101.3327206,0.270964056,6,26,1,10,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Kendrick Lamar_Not Like Us_gray.png
Lainey Wilson,Heart Like a Truck,Country,88.05119318,40711416.0,38123144.0,28340356.0,A,207.1,0.049349279,3.189862728,65.69844818,139.6748311,0.158889636,16,65,3,3,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Lainey Wilson_Heart Like a Truck_gray.png
Lainey Wilson,Smell Like Smoke,Country,87.30055616,70557272.0,69648752.0,66876552.0,G,168.16,0.052811165,5.729012012,60.82601929,87.59269068,0.246226653,16,64,3,1,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Lainey Wilson_Smell Like Smoke_gray.png
Lainey Wilson,Things a Man Oughta Know,Country,132.3091938,156809408.0,105615208.0,78087232.0,D#,231.84,0.038124936,3.536574602,72.725914,139.6748311,0.241197169,16,66,3,11,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Lainey Wilson_Things a Man Oughta Know_gray.png
Lainey Wilson,WWDD,Country,84.31999387,108834752.0,102181288.0,86394688.0,D,140.5,0.062375489,8.343730927,51.80683899,114.84375,0.287444562,16,62,3,0,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Lainey Wilson_WWDD_gray.png
Los Retros,Forever,Latin,92.31448999,39308356.0,34180544.0,30567448.0,A,176.76,0.037436531,3.285751581,70.64041901,178.205819,0.234926894,29,112,5,3,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Los Retros_Forever_gray.png
Los Retros,If You Want It,Latin,84.64057848,44838908.0,38258132.0,22571374.0,E,174.52,0.026777315,2.414676428,85.67536926,178.205819,0.143096462,29,114,5,4,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Los Retros_If You Want It_gray.png
Los Retros,Loco,Latin,124.1936959,144494000.0,143340448.0,75831312.0,E,420.28,0.046053393,-4.21280098,77.30606079,87.59269068,0.147604287,29,122,5,4,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Los Retros_Loco_gray.png
Los Retros,Nada,Latin,99.0166652,17498710.0,15419704.0,11267699.0,F,278.84,0.036351968,-3.17499423,88.92606354,151.9990809,0.087793589,29,117,5,5,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Los Retros_Nada_gray.png
Marshmello,Alone,EDM,457.083547,567206144.0,315071392.0,210626704.0,D,199.48,0.056162802,8.811070442,52.56496811,143.5546875,0.357266843,22,88,4,0,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Marshmello_Alone_gray.png
Marshmello,Friends,EDM,130.3615843,134513296.0,132605560.0,72042344.0,A,205.54,0.08670368,1.323034286,52.25806427,95.703125,0.29122436,22,92,4,3,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Marshmello_Friends_gray.png
Marshmello,Happier,EDM,118.3064094,281704224.0,281592896.0,66830552.0,F,233.26,0.068939057,3.583799601,49.78520584,99.38401442,0.304258794,22,89,4,5,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Marshmello_Happier_gray.png
Marshmello,Silence,EDM,103.4505594,294712032.0,168635248.0,160698720.0,E,186.84,0.056548424,4.307703972,58.1620369,143.5546875,0.304945022,22,87,4,4,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Marshmello_Silence_gray.png
Megan Thee Stallion,Hiss,Hip-Hop/Rap,218.4156837,679636864.0,374317824.0,155226240.0,C#,194.62,0.088677164,0.620046914,52.90172195,166.7086694,0.322700977,8,32,1,10,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Megan Thee Stallion_Hiss_gray.png
Megan Thee Stallion,Hot Girl Summer,Hip-Hop/Rap,82.88005885,357492672.0,311479520.0,303523616.0,F,199.7,0.04820319,7.956084728,53.60040665,99.38401442,0.332271814,8,35,1,5,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Megan Thee Stallion_Hot Girl Summer_gray.png
Megan Thee Stallion,Mamushi,Hip-Hop/Rap,109.4021371,525549888.0,314246720.0,123311112.0,C#,157.06,0.076113732,3.21410203,57.96190262,80.74951172,0.314572334,8,29,1,10,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Megan Thee Stallion_Mamushi_gray.png
Megan Thee Stallion,Savage,Hip-Hop/Rap,125.6150004,241183712.0,145067568.0,101229472.0,D#,155.52,0.064615472,4.091169834,62.01547623,84.72079918,0.26692003,8,30,1,11,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Megan Thee Stallion_Savage_gray.png
Mexican Slum Rats,Barrio Oscuro,Latin,79.34729252,57886556.0,56782824.0,39620096.0,D,293.26,0.025077727,2.868687868,80.00295258,103.359375,0.13503556,28,116,5,0,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Mexican Slum Rats_Barrio Oscuro_gray.png
Mexican Slum Rats,Ciudad Perdida,Latin,81.24681378,1920243328.0,1826505600.0,1083118976.0,B,1850.2,0.026051514,7.106972694,64.51680756,161.4990234,0.269620508,28,168,5,2,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Mexican Slum Rats_Ciudad Perdida_gray.png
Mexican Slum Rats,La Lluvia,Latin,81.24681378,1920243328.0,1826505600.0,1083118976.0,B,1850.2,0.026051514,7.106972694,64.51680756,161.4990234,0.269620508,28,169,5,2,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Mexican Slum Rats_La Lluvia_gray.png
Mexican Slum Rats,Los Angeles,Latin,106.0525051,386439072.0,316369824.0,236967552.0,E,181.12,0.039884638,8.949194908,56.73099518,161.4990234,0.480932832,28,111,5,4,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Mexican Slum Rats_Los Angeles_gray.png
Morgan Wallen,Last Night,Country,91.96582203,32927480.0,28413128.0,26123450.0,F#,165.6999773,0.070089587,0.139174536,56.85796738,101.3327206,0.184196323,14,53,3,7,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Morgan Wallen_Last Night_gray.png
Morgan Wallen,Sand In My Boots,Country,101.0481175,13293458.0,12817348.0,12349220.0,D#,195.14,0.035760385,-7.025647163,88.77481842,143.5546875,0.120599337,14,63,3,11,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Morgan Wallen_Sand In My Boots_gray.png
Morgan Wallen,Wasted on You,Country,98.04482779,29601632.0,19407900.0,19081942.0,D,179.62,0.040448288,0.489687175,70.71923828,97.50884434,0.170501113,14,58,3,0,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Morgan Wallen_Wasted on You_gray.png
Morgan Wallen,Whiskey Glasses,Country,91.98636282,91516648.0,74090312.0,72377728.0,C#,259.92,0.04833847,5.519989014,61.77550125,151.9990809,0.287171513,14,67,3,10,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Morgan Wallen_Whiskey Glasses_gray.png
NewJeans,Attention,K-Pop,138.8553916,141109872.0,86791624.0,65470576.0,A#,177.86,0.087042475,0.626261532,51.16649628,105.46875,0.263819277,38,148,7,6,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\NewJeans_Attention_gray.png
NewJeans,Cookie,K-Pop,116.121059,225387248.0,222705856.0,151123648.0,D,238.98,0.057210433,5.001121998,63.67024612,105.46875,0.29439351,38,152,7,0,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\NewJeans_Cookie_gray.png
NewJeans,Ditto,K-Pop,166.2668862,167311568.0,124035552.0,79446848.0,C#,186.84,0.059545647,2.625804663,55.74661255,89.10290948,0.233735353,38,153,7,10,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\NewJeans_Ditto_gray.png
NewJeans,Hype Boy,K-Pop,156.0367116,43873304.0,37362368.0,32676606.0,B,180.02,0.097410661,-2.855450392,56.00692368,99.38401442,0.218936488,38,150,7,2,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\NewJeans_Hype Boy_gray.png
Olivia Rodrigo,Deja Vu,Pop,184.0662344,39266944.0,29065518.0,18950574.0,A,231.46,0.04658042,-4.856000423,78.69223785,178.205819,0.12189126,2,4,0,3,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Olivia Rodrigo_Deja Vu_gray.png
Olivia Rodrigo,Drivers License,Pop,159.9109166,181163008.0,126985136.0,37439796.0,A#,247.04,0.038553659,-1.157737374,76.89186096,143.5546875,0.184012532,2,10,0,6,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Olivia Rodrigo_Drivers License_gray.png
Olivia Rodrigo,Good 4 U,Pop,128.7932231,27364960.0,23897556.0,13367372.0,F#,198.52,0.050465723,-3.786867857,86.89710236,166.7086694,0.10284479,2,11,0,7,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Olivia Rodrigo_Good 4 U_gray.png
Olivia Rodrigo,Traitor,Pop,156.0301389,116971728.0,87407760.0,72053760.0,G,237.36,0.039462511,-1.463891029,77.75128937,99.38401442,0.188803092,2,5,0,1,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Olivia Rodrigo_Traitor_gray.png
Ozuna,Caramelo,Reggaeton,95.25364326,176951536.0,174989184.0,119347736.0,D#,261.94,0.048802003,4.436098099,63.56749725,166.7086694,0.234511122,41,165,8,11,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Ozuna_Caramelo_gray.png
Ozuna,Dile Que TÃº Me Quieres,Reggaeton,199.3847411,296117376.0,161290048.0,98112872.0,D#,226.66,0.050052742,-1.719172478,64.1685257,87.59269068,0.22659944,41,164,8,11,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Ozuna_Dile Que T_ Me Quieres_gray.png
Ozuna,Se PreparÃ³,Reggaeton,102.1549724,231520624.0,198703312.0,88602952.0,D#,230.04,0.043758886,4.91457653,61.7114563,172.265625,0.264947027,41,163,8,11,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Ozuna_Se Prepar__gray.png
Ozuna,Taki Taki,Reggaeton,254.8576296,301396992.0,238233632.0,129577536.0,E,231.58,0.064151349,-2.541164875,64.52523041,129.1992188,0.238175213,41,162,8,4,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Ozuna_Taki Taki_gray.png
Paramore,Ain't It Fun,Rock,91.21768589,157340080.0,147330208.0,129223488.0,A,227.92,0.060296094,6.886840343,55.30690384,103.359375,0.271621376,12,48,2,3,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Paramore_Ain_t It Fun_gray.png
Paramore,Crushcrushcrush,Rock,115.7401454,193837456.0,166025152.0,89930984.0,C#,189.44,0.069114209,9.640376091,53.50448608,135.9991776,0.266286463,12,50,2,10,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Paramore_Crushcrushcrush_gray.png
Paramore,Misery Business,Rock,147.1787551,99397088.0,78341960.0,51914288.0,C,199.34,0.065587007,7.120919704,53.97332382,86.1328125,0.195482031,12,43,2,8,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Paramore_Misery Business_gray.png
Paramore,Still Into You,Rock,101.8110877,107387528.0,92815424.0,76904608.0,F,220.16,0.07041683,7.572989464,53.52013016,135.9991776,0.270574301,12,51,2,5,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Paramore_Still Into You_gray.png
Poison,Every Rose Has Its Thorn,Rock,136.5120804,41082704.0,40664572.0,36905808.0,F#,284.8,0.112282494,2.39494729,54.42214584,139.6748311,0.185412884,13,59,2,7,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Poison_Every Rose Has Its Thorn_gray.png
Poison,Something to Believe In,Rock,94.0331035,63863720.0,53404952.0,45163728.0,D#,327.76,0.065855029,1.759217381,64.36644745,135.9991776,0.178427488,13,61,2,11,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Poison_Something to Believe In_gray.png
Poison,Talk Dirty to Me,Rock,110.2438332,34280424.0,34277388.0,32870678.0,F#,242.52,0.08227608,2.184795856,59.09628296,156.6051136,0.149670526,13,52,2,7,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Poison_Talk Dirty to Me_gray.png
Poison,Unskinny Bop,Rock,100.0606155,87466736.0,83379056.0,81141304.0,G#,296.1599773,0.067962089,5.67019701,57.53879166,92.28515625,0.204769999,13,60,2,9,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Poison_Unskinny Bop_gray.png
Post Malone,Circles,Hip-Hop/Rap,85.90093915,276094528.0,159006640.0,152873248.0,C,226.32,0.043696187,6.950387955,62.89076614,120.1853198,0.330532581,9,37,1,8,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Post Malone_Circles_gray.png
Post Malone,Congratulations,Hip-Hop/Rap,123.5230106,237245680.0,139912464.0,88075952.0,F#,226.84,0.053907135,2.521815777,64.12299347,123.046875,0.231438771,9,40,1,7,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Post Malone_Congratulations_gray.png
Post Malone,Rockstar,Hip-Hop/Rap,182.7349304,467635360.0,226085712.0,125245656.0,G,241.88,0.028246838,1.332505703,80.61871338,161.4990234,0.234574392,9,39,1,1,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Post Malone_Rockstar_gray.png
Post Malone,Sunflower,Hip-Hop/Rap,122.4077497,64717232.0,57083340.0,54853328.0,D,161.68,0.052869436,2.06299901,69.08148956,178.205819,0.243952274,9,36,1,0,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Post Malone_Sunflower_gray.png
Queen,Bohemian Rhapsody,Rock,111.0907853,38482836.0,36053712.0,33394400.0,A#,359.46,0.058541881,-4.074263096,78.55324554,143.5546875,0.119382925,10,44,2,6,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Queen_Bohemian Rhapsody_gray.png
Queen,Don't Stop Me Now,Rock,94.24292451,26415802.0,18796782.0,13370474.0,A,211.94,0.073771874,-2.674905777,75.72990417,156.6051136,0.098450877,10,41,2,3,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Queen_Don_t Stop Me Now_gray.png
Queen,Somebody to Love,Rock,101.9782856,78740552.0,51563936.0,44393652.0,G#,309.5,0.083539923,-0.312838256,65.43397522,112.3471467,0.154439241,10,45,2,9,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Queen_Somebody to Love_gray.png
Queen,We Will Rock You,Rock,136.4171103,12367936.0,12306373.0,3561819.5,E,134.5,0.05862397,-9.249209404,95.23722839,82.03125,0.097010285,10,38,2,4,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Queen_We Will Rock You_gray.png
Red Velvet,Bad Boy,K-Pop,165.342443,2201956.5,2190356.5,1627167.5,D,220.88,0.075429496,-9.374622345,77.27449799,151.9990809,0.051626414,39,154,7,0,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Red Velvet_Bad Boy_gray.png
Red Velvet,Peek-A-Boo,K-Pop,194.6314621,248884160.0,220553376.0,102523016.0,E,189.06,0.067211907,1.794594049,56.76211929,114.84375,0.274297237,39,155,7,4,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Red Velvet_Peek-A-Boo_gray.png
Red Velvet,Psycho,K-Pop,174.3253063,431631552.0,296095488.0,163294960.0,C,215.08,0.061443208,8.638632774,49.48778915,139.6748311,0.354355007,39,156,7,8,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Red Velvet_Psycho_gray.png
Red Velvet,Russian Roulette,K-Pop,255.3832372,3029538.25,1625541.75,1527530.125,A#,220.02,0.08927709,-10.37477589,79.04142761,129.1992188,0.055822514,39,157,7,6,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Red Velvet_Russian Roulette_gray.png
