User,Artist,Songs,Category,Region,YT_link,File_wav,File_mp3
Nathan,The All-American Rejects,"['Swing, Swing', 'Dirty Little Secret', 'Gives You Hell']","['Pop rock / alternative rock', 'Pop rock / alternative rock', 'Pop rock / alternative rock']",['United States'],"[""https://www.youtube.com/watch?v=KtypSRcwIhA"", ""https://www.youtube.com/watch?v=gPDcwjJ8pLg"", ""https://www.youtube.com/watch?v=uxUATkpMQ8A""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\The All-American Rejects - Swing, Swing (Official Music Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\The All-American Rejects - Dirty Little Secret (Official Music Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\The All-American Rejects - Gives You Hell (Official Music Video).wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\The All-American Rejects - Swing, Swing (Official Music Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\The All-American Rejects - Dirty Little Secret (Official Music Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\The All-American Rejects - Gives You Hell (Official Music Video).mp3']"
Nathan,The B-52s,"['Love Shack', 'Rock Lobster', 'and Roam']","['New wave / dance rock', 'New wave / dance rock', 'New wave / dance rock']",['United States'],"[""https://www.youtube.com/watch?v=9SOryJvTAGs"", ""https://www.youtube.com/watch?v=vz65vonktMA"", ""https://www.youtube.com/watch?v=iNwC0sp-uA4""]","[""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\The B-52's - Love Shack (Official Music Video).wav"", 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Rock Lobster.wav', ""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\The B-52's - Roam (Official Music Video).wav""]","[""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\The B-52's - Love Shack (Official Music Video).mp3"", 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Rock Lobster.mp3', ""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\The B-52's - Roam (Official Music Video).mp3""]"
Nathan,The Revivalists,"['Wish I Knew You', 'Soulfight', 'It Was A Sin']","['Alternative rock / roots rock', 'Alternative rock / roots rock', 'Alternative rock']",['United States'],"[""https://www.youtube.com/watch?v=o0Pt7M0weUI"", ""https://www.youtube.com/watch?v=5f2zPv6Cnu4"", ""https://www.youtube.com/watch?v=C5N52D5ytkQ""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\The Revivalists - Wish I Knew You (Official Music Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Soulfight.wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\The Revivalists - It Was A Sin (Official Lyric Video).wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\The Revivalists - Wish I Knew You (Official Music Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Soulfight.mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\The Revivalists - It Was A Sin (Official Lyric Video).mp3']"
Nathan,Kongos,"['Come with Me Now', 'Take It From Me', ""I'm Only Joking""]","['Alternative rock / indie rock', 'Alternative rock / indie rock', 'Alternative rock']","['South Africa', 'United States']","[""https://www.youtube.com/watch?v=Gz2GVlQkn4Q"", ""https://www.youtube.com/watch?v=QLN-a2w568M"", ""https://www.youtube.com/watch?v=3Ip1irYWXck""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\KONGOS - Come with Me Now.wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\KONGOS - Take It From Me.wav', ""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\KONGOS - I'm Only Joking.wav""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\KONGOS - Come with Me Now.mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\KONGOS - Take It From Me.mp3', ""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\KONGOS - I'm Only Joking.mp3""]"
Nathan,Vampire Weekend,"['A-Punk', 'Oxford Comma', 'Diane Young']","['Indie rock / alternative rock', 'Indie rock / alternative rock', 'Indie rock / alternative rock']",['United States'],"[""https://www.youtube.com/watch?v=_XC2mqcMMGQ"", ""https://www.youtube.com/watch?v=P_i1xk07o4g"", ""https://www.youtube.com/watch?v=oG6lTQNW04I""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Vampire Weekend - A-Punk.wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Vampire Weekend - Oxford Comma.wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Vampire Weekend - Diane Young.wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Vampire Weekend - A-Punk.mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Vampire Weekend - Oxford Comma.mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Vampire Weekend - Diane Young.mp3']"
Nathan,Volbeat,"[""A Warrior's Call"", 'Lola Montez', 'Still Counting']","['Heavy metal / rockabilly', 'Heavy metal / rockabilly', 'Heavy metal / rockabilly']",['Denmark'],"[""https://www.youtube.com/watch?v=rSmtHBMjXLU"", ""https://www.youtube.com/watch?v=GWOIDN-akrY"", ""https://www.youtube.com/watch?v=aXhjp85UNJI""]","[""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Volbeat - A Warrior's Call.wav"", 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Volbeat - Lola Montez.wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Volbeat - Still Counting.wav']","[""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Volbeat - A Warrior's Call.mp3"", 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Volbeat - Lola Montez.mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Volbeat - Still Counting.mp3']"
Nathan,AC/DC,"['Highway to Hell', 'Back in Black', 'Thunderstruck']","['Hard rock / rock and roll', 'Hard rock / rock and roll', 'Hard rock / rock and roll']",['Australia'],"[""https://www.youtube.com/watch?v=l482T0yNkeo"", ""https://www.youtube.com/watch?v=pAgnJDJN4VA"", ""https://www.youtube.com/watch?v=v2AC41dglnM""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\AC_DC - Highway to Hell (Official Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\AC_DC - Back In Black (Official 4K Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\AC_DC - Thunderstruck (Official Video).wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\AC_DC - Highway to Hell (Official Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\AC_DC - Back In Black (Official 4K Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\AC_DC - Thunderstruck (Official Video).mp3']"
Nathan,Olivia Rodrigo,"['drivers license', 'good 4 u', 'vampire']","['Pop', 'Pop punk / pop', 'Pop']",['United States'],"[""https://www.youtube.com/watch?v=ZmDBbnmKpqQ"", ""https://www.youtube.com/watch?v=gNi_6U5Pm_o"", ""https://www.youtube.com/watch?v=RlPNh_PBZb4""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Olivia Rodrigo - drivers license (Official Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Olivia Rodrigo - good 4 u (Official Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Olivia Rodrigo - vampire (Official Video).wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Olivia Rodrigo - drivers license (Official Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Olivia Rodrigo - good 4 u (Official Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Olivia Rodrigo - vampire (Official Video).mp3']"
Nathan,Harry Styles,"['As It Was', 'Watermelon Sugar', 'Adore You']","['Pop', 'Pop', 'Pop']",['United Kingdom'],"[""https://www.youtube.com/watch?v=H5v3kku4y6Q"", ""https://www.youtube.com/watch?v=E07s5ZYygMg"", ""https://www.youtube.com/watch?v=VF-r5TtlT9w""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Harry Styles - As It Was (Official Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Harry Styles - Watermelon Sugar (Official Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Harry Styles - Adore You (Official Video).wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Harry Styles - As It Was (Official Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Harry Styles - Watermelon Sugar (Official Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Harry Styles - Adore You (Official Video).mp3']"
Nathan,Dua Lipa,"['Levitating', ""Don't Start Now"", 'New Rules']","['Pop / dance-pop', 'Pop / dance-pop', 'Pop']",['United Kingdom'],"[""https://www.youtube.com/watch?v=TUVcZfQe-Kw"", ""https://www.youtube.com/watch?v=oygrmJFKYZY"", ""https://www.youtube.com/watch?v=k2qgadSvNyU""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Dua Lipa - Levitating Featuring DaBaby (Official Music Video).wav', ""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Dua Lipa - Don't Start Now (Official Music Video).wav"", 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Dua Lipa - New Rules (Official Music Video).wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Dua Lipa - Levitating Featuring DaBaby (Official Music Video).mp3', ""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Dua Lipa - Don't Start Now (Official Music Video).mp3"", 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Dua Lipa - New Rules (Official Music Video).mp3']"
Nathan,Foo Fighters,"['Best of You', 'Everlong', 'The Pretender']","['Alternative rock / post-grunge', 'Alternative rock / post-grunge', 'Alternative rock']",['United States'],"[""https://www.youtube.com/watch?v=h_L4Rixya64"", ""https://www.youtube.com/watch?v=eBG7P-K-r1Y"", ""https://www.youtube.com/watch?v=SBjQ9tuuTJQ""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Foo Fighters - Best Of You (Official HD Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Foo Fighters - Everlong (Official HD Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Foo Fighters - The Pretender.wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Foo Fighters - Best Of You (Official HD Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Foo Fighters - Everlong (Official HD Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Foo Fighters - The Pretender.mp3']"
Nathan,Weezer,"[""Say It Ain't So"", 'Buddy Holly', 'Hash Pipe']","['Alternative rock', 'Alternative rock', 'Alternative rock']",['United States'],"[""https://www.youtube.com/watch?v=OoPHItnUFkw"", ""https://www.youtube.com/watch?v=SiJie3Z7DG8"", ""https://www.youtube.com/watch?v=_9BGLtqqkVI""]","[""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Weezer - Say It Ain't So (2024 Remaster).wav"", 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Weezer - Buddy Holly (2024 Remaster).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Weezer - Hash Pipe (Revised).wav']","[""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Weezer - Say It Ain't So (2024 Remaster).mp3"", 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Weezer - Buddy Holly (2024 Remaster).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Weezer - Hash Pipe (Revised).mp3']"
Nathan,The HU,"[""Shoog Shoog"",""The Gereg "",""Yuve Yuve Yu""]","['Mongolian folk metal / folk rock', 'Mongolian folk metal / folk rock', 'Mongolian folk metal / folk rock']",['Mongolia'],"[""https://www.youtube.com/watch?v=dwr4SPK1_TY"", ""https://www.youtube.com/watch?v=EyAgRkZb5Fw"", ""https://www.youtube.com/watch?v=v4xZUr0BEfE""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\The HU - Shoog Shoog (Official Lyric Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\The Gereg.wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\The HU - Yuve Yuve Yu (Official Music Video).wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\The HU - Shoog Shoog (Official Lyric Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\The Gereg.mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\The HU - Yuve Yuve Yu (Official Music Video).mp3']"
